codigo_municipio,anno,cantidad,delito
18094,2002,1,13
18205,2002,2,12
18205,2002,3,13
18247,2002,16,12
18247,2002,1,13
18256,2002,1,13
18410,2002,2,13
18592,2002,2,12
18592,2002,9,13
18610,2002,3,13
18753,2002,1,10
18753,2002,1,13
18785,2002,1,10
18785,2002,1,13
18860,2002,1,12
18860,2002,2,13
19001,2002,20,10
19001,2002,3,12
19001,2002,6,13
19022,2002,1,12
19110,2002,1,10
19110,2002,1,13
19130,2002,1,10
19142,2002,2,13
19212,2002,1,13
19256,2002,1,13
19364,2002,2,13
19392,2002,1,12
19392,2002,2,13
19450,2002,1,12
19450,2002,3,13
19455,2002,8,10
19455,2002,1,12
19455,2002,1,13
19532,2002,1,12
19532,2002,2,13
19548,2002,1,12
19548,2002,1,13
19573,2002,1,10
19585,2002,2,13
19622,2002,1,12
19698,2002,1,10
19698,2002,6,12
19698,2002,3,13
19701,2002,1,12
19743,2002,2,12
19743,2002,1,13
19807,2002,2,12
19821,2002,1,13
20001,2002,45,10
20001,2002,74,12
20001,2002,43,13
20011,2002,17,12
20011,2002,11,13
20013,2002,2,10
20013,2002,8,12
20013,2002,5,13
20045,2002,3,12
20045,2002,3,13
20060,2002,1,10
20060,2002,12,12
20060,2002,5,13
20178,2002,1,10
20178,2002,2,12
20178,2002,2,13
20228,2002,2,12
20228,2002,21,13
20238,2002,4,12
20238,2002,16,13
20250,2002,1,13
20295,2002,2,13
20383,2002,18,12
20383,2002,1,13
20400,2002,4,13
20443,2002,1,13
20517,2002,3,13
20550,2002,4,12
20550,2002,5,13
20621,2002,5,10
20621,2002,3,13
20750,2002,4,10
20750,2002,16,12
20750,2002,16,13
23001,2002,1,10
23001,2002,2,12
23466,2002,1,12
23580,2002,1,12
23807,2002,4,12
25019,2002,1,12
25019,2002,6,13
25035,2002,1,13
25040,2002,3,10
25040,2002,1,12
25040,2002,1,13
25053,2002,1,13
25086,2002,1,13
25095,2002,1,12
25095,2002,1,13
25126,2002,1,10
25126,2002,1,13
25151,2002,3,12
25151,2002,3,13
25154,2002,7,13
25168,2002,1,13
25175,2002,8,10
25175,2002,1,12
25175,2002,4,13
25178,2002,2,12
25181,2002,1,13
25183,2002,1,10
25183,2002,10,12
25183,2002,7,13
25200,2002,1,10
25214,2002,1,13
25245,2002,1,10
25245,2002,5,13
25258,2002,1,13
25269,2002,1,10
25269,2002,3,13
25279,2002,4,13
25286,2002,1,10
25286,2002,1,13
25288,2002,1,13
25290,2002,15,10
25290,2002,8,12
25290,2002,2,13
25297,2002,3,13
25299,2002,1,10
25307,2002,5,10
25312,2002,2,13
25320,2002,1,12
25320,2002,10,13
25322,2002,4,10
25322,2002,11,13
25328,2002,1,12
25328,2002,3,13
25335,2002,4,12
25335,2002,6,13
25377,2002,1,12
25377,2002,1,13
25386,2002,6,10
25386,2002,3,12
25394,2002,2,12
25394,2002,2,13
25402,2002,1,12
25402,2002,2,13
25426,2002,2,12
25426,2002,3,13
25438,2002,1,13
25473,2002,1,10
25473,2002,1,12
25483,2002,1,12
25486,2002,1,13
25506,2002,1,10
25513,2002,1,10
25513,2002,3,13
25518,2002,1,13
25524,2002,1,12
25530,2002,1,10
25530,2002,1,13
25580,2002,1,10
25594,2002,1,12
25594,2002,5,13
25599,2002,1,10
25649,2002,1,13
25653,2002,1,12
25658,2002,1,12
25662,2002,2,13
25718,2002,1,10
25718,2002,1,12
25718,2002,4,13
25736,2002,1,10
25736,2002,1,13
25740,2002,2,13
25743,2002,3,10
25743,2002,3,12
25743,2002,2,13
25754,2002,3,10
25754,2002,3,12
25754,2002,1,13
25758,2002,2,10
25758,2002,1,12
25785,2002,2,10
25793,2002,1,13
25799,2002,1,10
25799,2002,4,13
25805,2002,1,10
25805,2002,2,13
25815,2002,1,10
25815,2002,2,13
25823,2002,2,12
25823,2002,3,13
25839,2002,1,13
25843,2002,1,10
25843,2002,4,13
25851,2002,1,12
25851,2002,3,13
25862,2002,1,13
25867,2002,1,10
25867,2002,1,13
25873,2002,1,13
25875,2002,2,10
25875,2002,2,12
25875,2002,10,13
25878,2002,1,10
25878,2002,4,13
25899,2002,2,10
25899,2002,1,12
25899,2002,3,13
27001,2002,2,12
27001,2002,15,13
27073,2002,1,12
27073,2002,2,13
27075,2002,35,13
27205,2002,1,12
27245,2002,3,12
27245,2002,2,13
27413,2002,3,12
27413,2002,3,13
27615,2002,2,12
27660,2002,7,13
27787,2002,1,12
27787,2002,5,13
41001,2002,172,10
41001,2002,12,12
41001,2002,8,13
41006,2002,2,10
41006,2002,3,12
41013,2002,2,10
41016,2002,4,10
41016,2002,1,13
41020,2002,1,10
41020,2002,1,12
41026,2002,1,10
41026,2002,2,12
41078,2002,1,13
41132,2002,5,10
41132,2002,2,12
41206,2002,1,10
41298,2002,7,10
41298,2002,4,12
41306,2002,5,10
41319,2002,1,10
41319,2002,1,12
41349,2002,3,10
41359,2002,3,13
41396,2002,5,10
41396,2002,1,12
41396,2002,4,13
41503,2002,1,12
41518,2002,1,12
41524,2002,3,10
41524,2002,1,12
41530,2002,1,10
41551,2002,6,10
41551,2002,4,12
41551,2002,12,13
41615,2002,6,10
41660,2002,1,10
41660,2002,2,13
41668,2002,3,10
41668,2002,1,12
41668,2002,2,13
41676,2002,2,12
41676,2002,1,13
41770,2002,2,12
41770,2002,2,13
41791,2002,2,13
41797,2002,1,13
41799,2002,4,13
41801,2002,1,12
41807,2002,3,10
41807,2002,3,13
41885,2002,1,10
44001,2002,10,10
44001,2002,10,12
44001,2002,9,13
44078,2002,1,13
44090,2002,1,12
44090,2002,22,13
44279,2002,3,12
44279,2002,2,13
44378,2002,1,12
44378,2002,1,13
44430,2002,2,12
44430,2002,12,13
44650,2002,2,12
44650,2002,13,13
44855,2002,1,12
44855,2002,1,13
44874,2002,3,12
44874,2002,3,13
47001,2002,28,10
47001,2002,31,12
47001,2002,15,13
47053,2002,3,10
47053,2002,14,12
47053,2002,2,13
47189,2002,2,10
47189,2002,12,12
47189,2002,50,13
47245,2002,2,12
47268,2002,3,13
47288,2002,34,12
47288,2002,13,13
47745,2002,1,10
50001,2002,131,10
50001,2002,63,12
50001,2002,14,13
50006,2002,11,10
50006,2002,3,12
50006,2002,3,13
5001,2002,128,10
50226,2002,1,10
50226,2002,2,12
50226,2002,1,13
50245,2002,2,13
50251,2002,1,13
50287,2002,1,10
50287,2002,1,12
50313,2002,1,10
50313,2002,3,12
50313,2002,3,13
50318,2002,1,10
50318,2002,1,13
50325,2002,1,13
50330,2002,1,12
50330,2002,2,13
5034,2002,10,10
50370,2002,1,12
50400,2002,1,13
50450,2002,1,13
5055,2002,1,10
50573,2002,1,12
50573,2002,2,13
50577,2002,2,12
50577,2002,2,13
50606,2002,3,10
50606,2002,1,12
50606,2002,3,13
50680,2002,1,12
50680,2002,1,13
50683,2002,2,10
50683,2002,2,12
50689,2002,2,12
50689,2002,2,13
50711,2002,1,12
50711,2002,1,13
5079,2002,3,10
5088,2002,4,10
5101,2002,1,10
5129,2002,1,10
5134,2002,1,10
5145,2002,1,10
52001,2002,2,10
52001,2002,5,12
52001,2002,6,13
52110,2002,1,13
5212,2002,2,10
52203,2002,1,12
52203,2002,11,13
52233,2002,1,13
52258,2002,8,12
52356,2002,1,10
52356,2002,4,13
5237,2002,5,10
52381,2002,1,10
52490,2002,1,12
5250,2002,1,10
52560,2002,1,13
52612,2002,1,13
5266,2002,3,10
52678,2002,6,13
52683,2002,1,13
52694,2002,1,13
52696,2002,2,10
52835,2002,1,12
52838,2002,1,13
5308,2002,5,10
5310,2002,2,10
5313,2002,1,10
5360,2002,4,10
5380,2002,1,10
5400,2002,1,10
54001,2002,59,10
54001,2002,8,12
54001,2002,5,13
54003,2002,2,13
54051,2002,1,13
54206,2002,2,12
54245,2002,3,13
5425,2002,1,10
54250,2002,1,13
54261,2002,1,12
54398,2002,2,13
54405,2002,1,13
54498,2002,3,12
54498,2002,10,13
54518,2002,2,10
5467,2002,1,10
54670,2002,1,13
54673,2002,1,12
54810,2002,1,13
54871,2002,1,12
54871,2002,1,13
54874,2002,2,12
5576,2002,1,10
5591,2002,1,10
5604,2002,3,10
5607,2002,1,10
5615,2002,6,10
5631,2002,1,10
5658,2002,1,10
5679,2002,2,10
5686,2002,2,10
5854,2002,1,10
5858,2002,3,10
5861,2002,1,10
5885,2002,1,10
5887,2002,6,10
5890,2002,5,10
63001,2002,1,10
63001,2002,6,12
63001,2002,2,13
63470,2002,1,10
63470,2002,1,13
63690,2002,5,12
66001,2002,20,10
66001,2002,6,13
66045,2002,1,10
66045,2002,2,13
66088,2002,1,13
66170,2002,1,10
66170,2002,1,12
66170,2002,2,13
66318,2002,7,12
66318,2002,1,13
66400,2002,1,10
66400,2002,3,13
66440,2002,1,10
66456,2002,1,12
66572,2002,5,13
66594,2002,2,12
66594,2002,6,13
66682,2002,1,10
68001,2002,97,10
68001,2002,20,12
68001,2002,8,13
68077,2002,1,12
68077,2002,3,13
68079,2002,1,13
68081,2002,3,10
68081,2002,6,12
68081,2002,4,13
68147,2002,1,10
68160,2002,3,12
68160,2002,1,13
68167,2002,13,12
68176,2002,1,13
68190,2002,1,10
68229,2002,1,10
68255,2002,6,12
68255,2002,9,13
68276,2002,24,10
68276,2002,1,12
68276,2002,3,13
68296,2002,1,13
68307,2002,5,10
68307,2002,1,12
68307,2002,2,13
68324,2002,1,13
68406,2002,1,12
68406,2002,4,13
68432,2002,1,10
68432,2002,1,12
68432,2002,1,13
68444,2002,1,12
68444,2002,3,13
68498,2002,1,12
68500,2002,1,12
68500,2002,1,13
68533,2002,1,13
68547,2002,12,10
68547,2002,2,12
68547,2002,3,13
68572,2002,2,13
68575,2002,1,12
68615,2002,2,10
68615,2002,3,12
68615,2002,8,13
68655,2002,1,10
68655,2002,3,13
68679,2002,1,12
68689,2002,2,10
68745,2002,2,12
68755,2002,1,10
68755,2002,1,12
68755,2002,2,13
68773,2002,2,13
68780,2002,3,13
68820,2002,3,13
68861,2002,2,13
68895,2002,1,10
70001,2002,45,10
70001,2002,24,12
70001,2002,8,13
70110,2002,1,13
70124,2002,6,13
70204,2002,6,12
70204,2002,11,13
70215,2002,16,10
70215,2002,1,12
70235,2002,2,13
70265,2002,7,13
70400,2002,1,10
70418,2002,2,12
70418,2002,7,13
70429,2002,1,10
70473,2002,1,10
70473,2002,1,13
70508,2002,13,13
70670,2002,4,10
70670,2002,1,12
70678,2002,2,10
70678,2002,1,12
70702,2002,2,13
70708,2002,1,12
70713,2002,1,10
70713,2002,1,12
70717,2002,3,13
70742,2002,3,10
70742,2002,1,12
70742,2002,1,13
70771,2002,2,10
70771,2002,2,12
70771,2002,1,13
70820,2002,1,10
70820,2002,1,13
70823,2002,2,13
73001,2002,96,10
73001,2002,19,12
73001,2002,26,13
73026,2002,1,10
73026,2002,2,12
73026,2002,2,13
73043,2002,1,10
73043,2002,1,13
73055,2002,2,12
73055,2002,2,13
73067,2002,1,10
73124,2002,1,10
73124,2002,2,12
73124,2002,6,13
73148,2002,1,10
73148,2002,1,12
73152,2002,2,10
73168,2002,6,10
73168,2002,2,12
73168,2002,1,13
73200,2002,1,10
73217,2002,1,13
73236,2002,1,13
73268,2002,7,10
73268,2002,2,12
73268,2002,2,13
73270,2002,2,10
73270,2002,1,13
73275,2002,2,10
73275,2002,3,12
73275,2002,2,13
73283,2002,1,12
73283,2002,1,13
73319,2002,1,10
73319,2002,1,12
73319,2002,1,13
73349,2002,2,10
73349,2002,3,12
73352,2002,2,10
73408,2002,3,10
73408,2002,1,12
73408,2002,1,13
73411,2002,2,10
73411,2002,3,13
73443,2002,5,10
73443,2002,10,12
73443,2002,4,13
73449,2002,1,10
73449,2002,1,12
73449,2002,1,13
73483,2002,2,10
73483,2002,1,12
73504,2002,1,10
73504,2002,2,12
73504,2002,1,13
73555,2002,1,13
73585,2002,3,10
73585,2002,1,13
73616,2002,1,10
73624,2002,6,10
73624,2002,1,12
73624,2002,1,13
73671,2002,1,10
73675,2002,1,13
73678,2002,1,12
73854,2002,1,10
73861,2002,3,10
73861,2002,5,12
73861,2002,12,13
73870,2002,1,13
76001,2002,54,10
76001,2002,27,12
76001,2002,35,13
76041,2002,3,13
76109,2002,32,10
76109,2002,8,12
76109,2002,9,13
76111,2002,1,13
76113,2002,1,13
76126,2002,2,12
76130,2002,1,12
76130,2002,1,13
76147,2002,2,12
76233,2002,7,12
76233,2002,12,13
76243,2002,5,13
76246,2002,2,12
76246,2002,3,13
76248,2002,1,10
76275,2002,1,10
76275,2002,2,12
76275,2002,1,13
76364,2002,3,10
76364,2002,1,12
76364,2002,1,13
76377,2002,1,12
76520,2002,6,10
76520,2002,3,12
76520,2002,5,13
76563,2002,2,12
76563,2002,1,13
76616,2002,1,12
76622,2002,1,10
76622,2002,2,13
76736,2002,1,12
76834,2002,1,10
76834,2002,7,12
76834,2002,3,13
8001,2002,40,10
8078,2002,1,10
81001,2002,1,10
81001,2002,5,12
81001,2002,3,13
81220,2002,2,10
81220,2002,1,12
81220,2002,1,13
81300,2002,2,12
81736,2002,1,12
81736,2002,14,13
81794,2002,7,12
81794,2002,9,13
8421,2002,1,10
85001,2002,9,10
85001,2002,10,12
85001,2002,11,13
85010,2002,4,12
85010,2002,9,13
85015,2002,9,12
85015,2002,2,13
85139,2002,1,12
85162,2002,1,12
85162,2002,1,13
85225,2002,6,12
85225,2002,9,13
85230,2002,1,13
85250,2002,1,10
85250,2002,2,13
85300,2002,3,13
85315,2002,1,12
85400,2002,1,12
85410,2002,2,12
85430,2002,1,12
85440,2002,5,13
86001,2002,1,12
86001,2002,1,13
86219,2002,2,13
86320,2002,2,13
86568,2002,1,13
86749,2002,1,10
86865,2002,2,12
86865,2002,1,13
8758,2002,2,10
91001,2002,2,10
95001,2002,1,12
95001,2002,4,13
99001,2002,1,12
99773,2002,1,12
99773,2002,6,13
05001,2003,2102,8
05001,2003,1924,9
05001,2003,1679,11
05001,2003,19,12
05001,2003,31,13
05001,2003,952,14
05001,2003,154,15
05002,2003,13,8
05002,2003,32,9
05002,2003,11,11
05002,2003,3,12
05002,2003,4,13
05002,2003,12,14
05002,2003,2,15
05004,2003,6,9
05004,2003,8,13
05004,2003,2,14
05021,2003,5,8
05021,2003,3,9
05021,2003,2,11
05021,2003,3,13
05021,2003,2,14
05030,2003,4,8
05030,2003,27,9
05030,2003,3,11
05030,2003,2,12
05030,2003,7,14
05030,2003,2,15
05031,2003,17,8
05031,2003,18,9
05031,2003,12,11
05031,2003,1,12
05031,2003,27,14
05034,2003,9,8
05034,2003,40,9
05034,2003,2,11
05034,2003,2,12
05034,2003,16,14
05034,2003,4,15
05036,2003,1,8
05036,2003,6,9
05036,2003,3,11
05036,2003,9,14
05038,2003,13,8
05038,2003,12,9
05038,2003,2,12
05038,2003,3,13
05038,2003,4,14
05040,2003,1,8
05040,2003,10,9
05040,2003,2,11
05040,2003,3,13
05040,2003,5,14
05042,2003,26,8
05042,2003,18,9
05042,2003,2,12
05042,2003,6,13
05042,2003,9,14
05042,2003,1,15
05044,2003,5,8
05044,2003,3,9
05044,2003,1,14
05045,2003,2,8
05045,2003,47,9
05045,2003,23,14
05045,2003,1,15
05051,2003,2,8
05051,2003,1,9
05051,2003,2,14
05051,2003,1,15
05055,2003,10,9
05055,2003,4,14
05059,2003,3,8
05059,2003,3,9
05059,2003,1,11
05059,2003,3,14
05079,2003,22,8
05079,2003,26,9
05079,2003,34,11
05079,2003,1,13
05079,2003,40,14
05086,2003,3,8
05086,2003,2,9
05086,2003,1,11
05086,2003,1,15
05088,2003,65,8
05088,2003,258,9
05088,2003,230,11
05088,2003,3,12
05088,2003,2,13
05088,2003,92,14
05088,2003,23,15
05091,2003,5,8
05091,2003,3,9
05091,2003,2,14
05091,2003,1,15
05093,2003,12,8
05093,2003,1,9
05093,2003,3,11
05093,2003,3,12
05093,2003,3,13
05093,2003,2,14
05093,2003,1,15
05101,2003,14,8
05101,2003,27,9
05101,2003,9,11
05101,2003,1,13
05101,2003,17,14
05101,2003,4,15
05107,2003,2,8
05107,2003,3,9
05107,2003,2,11
05107,2003,3,14
05107,2003,1,15
05113,2003,1,8
05113,2003,3,9
05113,2003,1,11
05113,2003,1,13
05113,2003,1,14
05120,2003,4,8
05120,2003,1,9
05120,2003,1,11
05120,2003,10,14
05120,2003,7,15
05125,2003,9,8
05125,2003,3,9
05125,2003,4,11
05125,2003,2,13
05125,2003,10,14
05129,2003,34,8
05129,2003,61,9
05129,2003,46,11
05129,2003,4,12
05129,2003,5,13
05129,2003,45,14
05129,2003,5,15
05134,2003,1,8
05134,2003,3,9
05134,2003,2,13
05134,2003,2,14
05138,2003,1,8
05138,2003,9,9
05138,2003,3,11
05138,2003,2,13
05138,2003,13,14
05138,2003,5,15
05142,2003,10,8
05142,2003,9,9
05142,2003,11,11
05142,2003,1,12
05142,2003,16,14
05142,2003,1,15
05145,2003,27,8
05145,2003,1,9
05145,2003,1,11
05145,2003,2,14
05145,2003,1,15
05147,2003,21,9
05147,2003,1,12
05147,2003,12,14
05147,2003,1,15
05148,2003,12,8
05148,2003,36,9
05148,2003,18,11
05148,2003,2,13
05148,2003,13,14
05150,2003,5,8
05150,2003,4,9
05150,2003,3,11
05150,2003,8,14
05150,2003,1,15
05154,2003,13,8
05154,2003,11,9
05154,2003,2,11
05154,2003,1,12
05154,2003,11,14
05154,2003,6,15
05172,2003,33,9
05172,2003,2,13
05172,2003,5,14
05172,2003,1,15
05190,2003,14,8
05190,2003,3,9
05190,2003,14,11
05190,2003,26,14
05190,2003,3,15
05197,2003,1,8
05197,2003,23,9
05197,2003,7,12
05197,2003,6,13
05197,2003,7,14
05206,2003,5,8
05206,2003,13,9
05206,2003,1,11
05206,2003,3,14
05209,2003,3,8
05209,2003,14,9
05209,2003,3,11
05209,2003,9,14
05209,2003,2,15
05212,2003,17,8
05212,2003,36,9
05212,2003,80,11
05212,2003,32,14
05212,2003,5,15
05234,2003,19,9
05234,2003,2,12
05234,2003,5,14
05237,2003,2,8
05237,2003,7,9
05237,2003,2,11
05237,2003,2,12
05237,2003,2,14
05237,2003,1,15
05240,2003,8,8
05240,2003,1,9
05240,2003,3,14
05250,2003,28,8
05250,2003,2,9
05250,2003,2,11
05250,2003,2,13
05250,2003,16,14
05250,2003,4,15
05264,2003,3,8
05264,2003,3,11
05264,2003,6,14
05266,2003,55,8
05266,2003,61,9
05266,2003,90,11
05266,2003,1,13
05266,2003,32,14
05266,2003,5,15
05282,2003,14,8
05282,2003,11,9
05282,2003,8,11
05282,2003,1,12
05282,2003,1,13
05282,2003,26,14
05282,2003,5,15
05284,2003,3,8
05284,2003,5,9
05284,2003,3,11
05284,2003,1,13
05284,2003,9,14
05284,2003,1,15
05306,2003,3,8
05306,2003,3,9
05306,2003,1,11
05306,2003,1,14
05308,2003,17,8
05308,2003,14,9
05308,2003,62,11
05308,2003,2,13
05308,2003,40,14
05310,2003,3,8
05310,2003,15,9
05310,2003,3,11
05310,2003,2,14
05313,2003,1,8
05313,2003,49,9
05313,2003,2,12
05313,2003,3,13
05313,2003,18,14
05315,2003,4,8
05315,2003,5,9
05315,2003,1,13
05318,2003,7,8
05318,2003,26,9
05318,2003,1,11
05318,2003,4,13
05318,2003,8,14
05321,2003,4,8
05321,2003,4,9
05321,2003,6,11
05321,2003,1,13
05321,2003,3,14
05321,2003,2,15
05347,2003,8,8
05347,2003,4,9
05347,2003,3,14
05353,2003,2,8
05353,2003,1,9
05353,2003,9,11
05353,2003,4,14
05353,2003,1,15
05360,2003,45,8
05360,2003,210,9
05360,2003,304,11
05360,2003,2,13
05360,2003,81,14
05360,2003,7,15
05361,2003,16,9
05361,2003,2,11
05361,2003,1,12
05361,2003,22,14
05364,2003,12,8
05364,2003,9,9
05364,2003,15,11
05364,2003,2,12
05364,2003,23,14
05368,2003,17,8
05368,2003,4,9
05368,2003,15,11
05368,2003,2,12
05368,2003,2,13
05368,2003,9,14
05368,2003,1,15
05376,2003,25,8
05376,2003,26,9
05376,2003,12,11
05376,2003,38,14
05376,2003,3,15
05380,2003,18,8
05380,2003,42,9
05380,2003,135,11
05380,2003,38,14
05380,2003,7,15
05390,2003,6,8
05390,2003,6,9
05390,2003,2,11
05390,2003,1,14
05390,2003,1,15
05400,2003,6,8
05400,2003,9,9
05400,2003,11,11
05400,2003,9,14
05400,2003,3,15
05411,2003,6,8
05411,2003,2,9
05411,2003,3,14
05425,2003,10,8
05425,2003,25,9
05425,2003,1,11
05425,2003,4,12
05425,2003,3,14
05440,2003,15,8
05440,2003,36,9
05440,2003,19,11
05440,2003,18,14
05440,2003,1,15
05467,2003,7,8
05467,2003,7,9
05467,2003,2,14
05480,2003,13,9
05480,2003,1,12
05480,2003,3,14
05483,2003,2,8
05483,2003,20,9
05483,2003,2,11
05483,2003,2,12
05483,2003,5,14
05483,2003,1,15
05490,2003,9,9
05490,2003,3,14
05495,2003,18,8
05495,2003,1,11
05495,2003,2,13
05495,2003,6,14
05495,2003,4,15
05501,2003,1,8
05501,2003,2,9
05501,2003,1,11
05501,2003,1,14
05541,2003,3,8
05541,2003,20,9
05541,2003,5,12
05541,2003,5,14
05543,2003,4,8
05543,2003,3,9
05543,2003,4,14
05576,2003,16,8
05576,2003,4,9
05576,2003,2,11
05576,2003,2,14
05579,2003,17,8
05579,2003,24,9
05579,2003,5,11
05579,2003,1,13
05579,2003,23,14
05579,2003,5,15
05585,2003,15,8
05585,2003,1,9
05585,2003,1,11
05585,2003,8,14
05591,2003,7,8
05591,2003,4,9
05591,2003,3,11
05591,2003,1,13
05591,2003,16,14
05591,2003,2,15
05604,2003,3,8
05604,2003,41,9
05604,2003,9,11
05604,2003,1,13
05604,2003,8,14
05604,2003,3,15
05607,2003,5,8
05607,2003,10,9
05607,2003,5,11
05607,2003,1,12
05607,2003,1,13
05607,2003,18,14
05607,2003,2,15
05615,2003,70,8
05615,2003,35,9
05615,2003,23,11
05615,2003,1,12
05615,2003,3,13
05615,2003,45,14
05615,2003,13,15
05628,2003,10,8
05628,2003,7,9
05628,2003,1,11
05628,2003,11,14
05631,2003,16,8
05631,2003,20,9
05631,2003,69,11
05631,2003,1,13
05631,2003,26,14
05631,2003,2,15
05642,2003,10,8
05642,2003,14,9
05642,2003,4,11
05642,2003,22,14
05647,2003,1,8
05647,2003,19,9
05647,2003,3,11
05647,2003,2,12
05647,2003,3,13
05647,2003,8,14
05647,2003,3,15
05649,2003,50,9
05649,2003,1,11
05649,2003,1,12
05649,2003,38,14
05649,2003,1,15
05652,2003,1,8
05652,2003,9,9
05652,2003,3,14
05656,2003,14,8
05656,2003,3,9
05656,2003,8,11
05656,2003,1,13
05656,2003,17,14
05658,2003,10,8
05658,2003,3,9
05658,2003,1,12
05659,2003,6,8
05659,2003,5,9
05659,2003,1,11
05659,2003,1,13
05659,2003,5,14
05659,2003,2,15
05660,2003,8,9
05660,2003,6,11
05660,2003,5,12
05660,2003,1,13
05660,2003,3,14
05664,2003,3,8
05664,2003,5,9
05664,2003,2,11
05664,2003,2,14
05664,2003,1,15
05665,2003,1,9
05665,2003,6,14
05665,2003,1,15
05667,2003,6,8
05667,2003,15,9
05667,2003,1,11
05667,2003,6,14
05670,2003,9,8
05670,2003,45,9
05670,2003,10,14
05670,2003,1,15
05674,2003,2,8
05674,2003,26,9
05674,2003,7,11
05674,2003,1,12
05674,2003,2,13
05674,2003,10,14
05679,2003,9,8
05679,2003,27,9
05679,2003,4,11
05679,2003,2,12
05679,2003,4,13
05679,2003,8,14
05679,2003,2,15
05686,2003,3,8
05686,2003,14,9
05686,2003,1,11
05686,2003,1,12
05686,2003,6,14
05686,2003,3,15
05690,2003,6,8
05690,2003,31,9
05690,2003,2,11
05690,2003,3,12
05690,2003,2,13
05690,2003,16,14
05697,2003,5,8
05697,2003,36,9
05697,2003,8,11
05697,2003,2,12
05697,2003,2,13
05697,2003,18,14
05697,2003,4,15
05736,2003,2,8
05736,2003,27,9
05736,2003,24,11
05736,2003,1,12
05736,2003,1,13
05736,2003,23,14
05736,2003,1,15
05756,2003,28,8
05756,2003,44,9
05756,2003,1,11
05756,2003,6,12
05756,2003,2,13
05756,2003,18,14
05756,2003,6,15
05761,2003,9,8
05761,2003,5,9
05761,2003,9,14
05789,2003,6,8
05789,2003,7,9
05789,2003,5,11
05789,2003,1,13
05789,2003,1,14
05790,2003,7,8
05790,2003,2,9
05790,2003,2,11
05790,2003,1,13
05790,2003,18,14
05790,2003,3,15
05792,2003,40,8
05792,2003,2,9
05792,2003,14,11
05792,2003,5,14
05809,2003,6,8
05809,2003,10,9
05809,2003,7,11
05809,2003,9,14
05809,2003,3,15
05819,2003,19,9
05819,2003,6,11
05819,2003,1,12
05819,2003,4,14
05837,2003,1,8
05837,2003,42,9
05837,2003,1,11
05837,2003,3,13
05837,2003,24,14
05837,2003,1,15
05842,2003,1,11
05842,2003,1,13
05842,2003,3,14
05847,2003,20,8
05847,2003,31,9
05847,2003,2,11
05847,2003,2,12
05847,2003,1,13
05847,2003,20,14
05854,2003,1,8
05854,2003,10,9
05854,2003,1,12
05854,2003,3,14
05856,2003,1,8
05856,2003,7,9
05856,2003,1,12
05856,2003,1,13
05858,2003,10,8
05858,2003,4,9
05858,2003,8,11
05858,2003,16,14
05861,2003,8,8
05861,2003,2,9
05861,2003,4,11
05861,2003,5,14
05873,2003,1,8
05873,2003,2,14
05885,2003,7,8
05885,2003,6,9
05885,2003,1,11
05885,2003,12,14
05887,2003,19,8
05887,2003,40,9
05887,2003,32,11
05887,2003,6,12
05887,2003,10,13
05887,2003,35,14
05887,2003,3,15
05890,2003,13,8
05890,2003,25,9
05890,2003,3,11
05890,2003,8,12
05890,2003,4,13
05890,2003,13,14
05890,2003,5,15
05893,2003,4,9
05893,2003,1,12
05893,2003,5,14
05895,2003,24,8
05895,2003,3,9
05895,2003,7,11
05895,2003,10,14
08001,2003,2313,8
08001,2003,481,9
08001,2003,310,11
08001,2003,1,12
08001,2003,1,13
08001,2003,1502,14
08001,2003,158,15
08078,2003,17,8
08078,2003,21,9
08078,2003,18,14
08078,2003,3,15
08137,2003,6,8
08137,2003,1,9
08137,2003,1,11
08137,2003,1,14
08137,2003,3,15
08141,2003,1,8
08141,2003,5,9
08141,2003,3,14
08141,2003,2,15
08296,2003,33,8
08296,2003,11,9
08296,2003,3,11
08296,2003,7,14
08296,2003,2,15
08372,2003,9,8
08372,2003,8,14
08421,2003,8,8
08421,2003,10,9
08421,2003,4,11
08421,2003,4,14
08433,2003,106,8
08433,2003,25,9
08433,2003,40,11
08433,2003,63,14
08433,2003,9,15
08436,2003,3,8
08436,2003,3,9
08436,2003,4,14
08520,2003,12,8
08520,2003,2,9
08520,2003,2,11
08520,2003,8,14
08520,2003,1,15
08549,2003,3,8
08549,2003,5,14
08549,2003,1,15
08558,2003,15,8
08558,2003,4,11
08558,2003,7,14
08560,2003,4,8
08560,2003,5,9
08560,2003,3,11
08560,2003,4,14
08560,2003,1,15
08573,2003,31,8
08573,2003,8,9
08573,2003,2,11
08573,2003,1,13
08573,2003,14,14
08573,2003,4,15
08606,2003,4,8
08606,2003,8,9
08606,2003,2,11
08606,2003,6,14
08606,2003,1,15
08634,2003,7,8
08634,2003,4,9
08634,2003,3,11
08634,2003,1,12
08634,2003,1,13
08634,2003,15,14
08634,2003,1,15
08638,2003,22,8
08638,2003,26,9
08638,2003,2,11
08638,2003,17,14
08638,2003,3,15
08675,2003,7,8
08675,2003,1,11
08675,2003,3,14
08675,2003,1,15
08685,2003,6,8
08685,2003,7,9
08685,2003,7,14
08758,2003,225,8
08758,2003,167,9
08758,2003,74,11
08758,2003,211,14
08758,2003,32,15
08770,2003,3,8
08770,2003,1,9
08770,2003,3,14
08770,2003,1,15
08832,2003,3,8
