codigo_municipio,anno,cantidad,delito,codigo_departamento,poblacion,indice
05059,2018,11,14,05,5139.0,214.05
05059,2018,4,15,05,5139.0,77.84
05079,2010,6,1,05,46509.0,12.9
05079,2010,8,5,05,46509.0,17.2
05079,2010,10,8,05,46509.0,21.5
05079,2010,23,9,05,46509.0,49.45
05079,2010,5,11,05,46509.0,10.75
05079,2010,7,14,05,46509.0,15.05
05079,2010,2,15,05,46509.0,4.3
05079,2011,9,1,05,47107.0,19.11
05079,2011,1,3,05,47107.0,2.12
05079,2011,6,5,05,47107.0,12.74
05079,2011,11,8,05,47107.0,23.35
05079,2011,34,9,05,47107.0,72.18
05079,2011,4,11,05,47107.0,8.49
05079,2011,127,14,05,47107.0,269.6
05079,2011,2,15,05,47107.0,4.25
05079,2012,10,1,05,47763.0,20.94
05079,2012,5,3,05,47763.0,10.47
05079,2012,10,5,05,47763.0,20.94
05079,2012,30,8,05,47763.0,62.81
05079,2012,45,9,05,47763.0,94.22
05079,2012,1,11,05,47763.0,2.09
05079,2012,144,14,05,47763.0,301.49
05079,2013,17,1,05,48274.0,35.22
05079,2013,4,3,05,48274.0,8.29
05079,2013,16,5,05,48274.0,33.14
05079,2013,23,8,05,48274.0,47.64
05079,2013,51,9,05,48274.0,105.65
05079,2013,4,11,05,48274.0,8.29
05079,2013,1,12,05,48274.0,2.07
05079,2013,1,13,05,48274.0,2.07
05079,2013,22,14,05,48274.0,45.57
05079,2013,4,15,05,48274.0,8.29
05079,2014,6,1,05,48869.0,12.28
05079,2014,3,3,05,48869.0,6.14
05079,2014,4,5,05,48869.0,8.19
05079,2014,18,8,05,48869.0,36.83
05079,2014,49,9,05,48869.0,100.27
05079,2014,27,11,05,48869.0,55.25
05079,2014,49,14,05,48869.0,100.27
05079,2014,4,15,05,48869.0,8.19
05079,2015,10,1,05,49550.0,20.18
05079,2015,5,3,05,49550.0,10.09
05079,2015,4,5,05,49550.0,8.07
05079,2015,69,8,05,49550.0,139.25
05079,2015,37,9,05,49550.0,74.67
05079,2015,58,11,05,49550.0,117.05
05079,2015,1,12,05,49550.0,2.02
05079,2015,81,14,05,49550.0,163.47
05079,2015,15,15,05,49550.0,30.27
05079,2016,8,1,05,50281.0,15.91
05079,2016,7,3,05,50281.0,13.92
05079,2016,73,8,05,50281.0,145.18
05079,2016,12,9,05,50281.0,23.87
05079,2016,99,11,05,50281.0,196.89
05079,2016,156,14,05,50281.0,310.26
05079,2016,25,15,05,50281.0,49.72
05079,2017,8,1,05,51049.0,15.67
05079,2017,7,3,05,51049.0,13.71
05079,2017,12,5,05,51049.0,23.51
05079,2017,65,8,05,51049.0,127.33
